"","Gene.ID","Gene.Name","SubType","Main.Biotype"
"23357","ENSMUSG00000109378","Gm49396","protein_coding","Protein Coding Genes"
"23358","ENSMUSG00000036826","Igflr1","protein_coding","Protein Coding Genes"
"23359","ENSMUSG00000006307","Kmt2b","protein_coding","Protein Coding Genes"
"23360","ENSMUSG00000098553","Mir3569","miRNA","Processed transcripts"
"23361","ENSMUSG00000006310","Zbtb32","protein_coding","Protein Coding Genes"
"23362","ENSMUSG00000006313","Upk1a","protein_coding","Protein Coding Genes"
"23363","ENSMUSG00000036751","Cox6b1","protein_coding","Protein Coding Genes"
"23364","ENSMUSG00000006311","Etv2","protein_coding","Protein Coding Genes"
"23365","ENSMUSG00000036733","Rbm42","protein_coding","Protein Coding Genes"
"23366","ENSMUSG00000094365","Gm21982","processed_transcript","Processed transcripts"
"23367","ENSMUSG00000097674","Gm26610","lincRNA","Processed transcripts"
"23368","ENSMUSG00000078762","Haus5","protein_coding","Protein Coding Genes"
"23369","ENSMUSG00000049761","Pmis2","protein_coding","Protein Coding Genes"
"23370","ENSMUSG00000013083","2200002J24Rik","protein_coding","Protein Coding Genes"
"23371","ENSMUSG00000066620","Gm4883","processed_pseudogene","Pseudogenes"
"23372","ENSMUSG00000005553","Atp4a","protein_coding","Protein Coding Genes"
"23373","ENSMUSG00000006315","Tmem147","protein_coding","Protein Coding Genes"
"23374","ENSMUSG00000097320","Tmem147os","antisense","Processed transcripts"
"23375","ENSMUSG00000061099","Gapdhs","protein_coding","Protein Coding Genes"
"23376","ENSMUSG00000109224","Tmem147os","processed_transcript","Processed transcripts"
"23377","ENSMUSG00000098146","Gm26935","antisense","Processed transcripts"
"23378","ENSMUSG00000046056","Sbsn","protein_coding","Protein Coding Genes"
"23379","ENSMUSG00000060962","Dmkn","protein_coding","Protein Coding Genes"
"23380","ENSMUSG00000074199","Krtdap","protein_coding","Protein Coding Genes"
"23381","ENSMUSG00000051314","Ffar2","protein_coding","Protein Coding Genes"
"23382","ENSMUSG00000019429","Ffar3","protein_coding","Protein Coding Genes"
"23383","ENSMUSG00000044453","Ffar1","protein_coding","Protein Coding Genes"
"23384","ENSMUSG00000030577","Cd22","protein_coding","Protein Coding Genes"
"23385","ENSMUSG00000101029","Gm29439","antisense","Processed transcripts"
"23386","ENSMUSG00000100029","D7Ertd128e","lincRNA","Processed transcripts"
"23387","ENSMUSG00000036634","Mag","protein_coding","Protein Coding Genes"
"23388","ENSMUSG00000108546","Gm44662","lincRNA","Processed transcripts"
"23389","ENSMUSG00000056978","Hamp2","protein_coding","Protein Coding Genes"
"23390","ENSMUSG00000108352","Usf2-ps1","unprocessed_pseudogene","Pseudogenes"
"23391","ENSMUSG00000050440","Hamp","protein_coding","Protein Coding Genes"
"23392","ENSMUSG00000058239","Usf2","protein_coding","Protein Coding Genes"
"23393","ENSMUSG00000090357","Gm17077","antisense","Processed transcripts"
"23394","ENSMUSG00000097750","Gm4673","antisense","Processed transcripts"
"23395","ENSMUSG00000001247","Lsr","protein_coding","Protein Coding Genes"
"23396","ENSMUSG00000046826","Fam187b","protein_coding","Protein Coding Genes"
"23397","ENSMUSG00000009687","Fxyd5","protein_coding","Protein Coding Genes"
"23398","ENSMUSG00000098783","Mir7050","miRNA","Processed transcripts"
"23399","ENSMUSG00000036578","Fxyd7","protein_coding","Protein Coding Genes"
"23400","ENSMUSG00000036570","Fxyd1","protein_coding","Protein Coding Genes"
"23401","ENSMUSG00000036560","Lgi4","protein_coding","Protein Coding Genes"
"23402","ENSMUSG00000057092","Fxyd3","protein_coding","Protein Coding Genes"
"23403","ENSMUSG00000001249","Hpn","protein_coding","Protein Coding Genes"
"23404","ENSMUSG00000019194","Scn1b","protein_coding","Protein Coding Genes"
"23405","ENSMUSG00000001248","Gramd1a","protein_coding","Protein Coding Genes"
"23406","ENSMUSG00000097149","G630030J09Rik","antisense","Processed transcripts"
"23407","ENSMUSG00000100985","Gm10640","antisense","Processed transcripts"
"23408","ENSMUSG00000099536","Gm9569","processed_pseudogene","Pseudogenes"
"23409","ENSMUSG00000104113","Gm37292","TEC","To be Experimentally Confirmed"
"23410","ENSMUSG00000099357","Scgb1b1-ps","unprocessed_pseudogene","Pseudogenes"
"23411","ENSMUSG00000101554","Scgb2b1","unprocessed_pseudogene","Pseudogenes"
"23412","ENSMUSG00000036521","Scgb2b2","protein_coding","Protein Coding Genes"
"23413","ENSMUSG00000062556","Scgb1b2","protein_coding","Protein Coding Genes"
"23414","ENSMUSG00000078754","Scgb2b3","protein_coding","Protein Coding Genes"
"23415","ENSMUSG00000095257","Scgb1b3","protein_coding","Protein Coding Genes"
"23416","ENSMUSG00000101325","Scgb2b4-ps","unprocessed_pseudogene","Pseudogenes"
"23417","ENSMUSG00000100358","Scgb1b4-ps","unprocessed_pseudogene","Pseudogenes"
"23418","ENSMUSG00000101658","Scgb1b28-ps","unprocessed_pseudogene","Pseudogenes"
"23419","ENSMUSG00000099795","Gm29492","processed_pseudogene","Pseudogenes"
"23420","ENSMUSG00000100754","Scgb2b5-ps","unprocessed_pseudogene","Pseudogenes"
"23421","ENSMUSG00000101065","Scgb1b5-ps","unprocessed_pseudogene","Pseudogenes"
"23422","ENSMUSG00000099598","Scgb2b28-ps","unprocessed_pseudogene","Pseudogenes"
"23423","ENSMUSG00000100734","Rpl23a-ps8","processed_pseudogene","Pseudogenes"
"23424","ENSMUSG00000102002","Scgb2b6","unprocessed_pseudogene","Pseudogenes"
"23425","ENSMUSG00000100639","Scgb1b6-ps","unprocessed_pseudogene","Pseudogenes"
"23426","ENSMUSG00000101545","Gm4373","processed_pseudogene","Pseudogenes"
"23427","ENSMUSG00000102041","Rpl23a-ps9","processed_pseudogene","Pseudogenes"
"23428","ENSMUSG00000094053","Scgb2b7","protein_coding","Protein Coding Genes"
"23429","ENSMUSG00000078759","Scgb1b7","protein_coding","Protein Coding Genes"
"23430","ENSMUSG00000101371","Gm9114","processed_pseudogene","Pseudogenes"
"23431","ENSMUSG00000100517","Gm29627","processed_pseudogene","Pseudogenes"
"23432","ENSMUSG00000099961","Scgb2b8-ps","unprocessed_pseudogene","Pseudogenes"
"23433","ENSMUSG00000099612","Scgb1b8-ps","unprocessed_pseudogene","Pseudogenes"
"23434","ENSMUSG00000099344","Gm6669","processed_pseudogene","Pseudogenes"
"23435","ENSMUSG00000101807","Gm9120","processed_pseudogene","Pseudogenes"
"23436","ENSMUSG00000101765","Gm21673","processed_pseudogene","Pseudogenes"
"23437","ENSMUSG00000101270","Scgb2b9-ps","unprocessed_pseudogene","Pseudogenes"
"23438","ENSMUSG00000101248","Scgb1b9-ps","unprocessed_pseudogene","Pseudogenes"
"23439","ENSMUSG00000100926","Gm5329","processed_pseudogene","Pseudogenes"
"23440","ENSMUSG00000101039","Scgb2b29-ps","unprocessed_pseudogene","Pseudogenes"
"23441","ENSMUSG00000101777","Gm9127","processed_pseudogene","Pseudogenes"
"23442","ENSMUSG00000101025","Gm29262","processed_pseudogene","Pseudogenes"
"23443","ENSMUSG00000099396","Gm29263","processed_pseudogene","Pseudogenes"
"23444","ENSMUSG00000099826","Scgb2b10","unprocessed_pseudogene","Pseudogenes"
"23445","ENSMUSG00000099581","Scgb1b10","protein_coding","Protein Coding Genes"
"23446","ENSMUSG00000101327","Rpl23a-ps10","processed_pseudogene","Pseudogenes"
"23447","ENSMUSG00000099673","Scgb2b30","unprocessed_pseudogene","Pseudogenes"
"23448","ENSMUSG00000098013","Gm9135","processed_pseudogene","Pseudogenes"
"23449","ENSMUSG00000101824","Gm28256","processed_pseudogene","Pseudogenes"
"23450","ENSMUSG00000101504","Gm28257","processed_pseudogene","Pseudogenes"
"23451","ENSMUSG00000099729","Scgb2b11","protein_coding","Protein Coding Genes"
"23452","ENSMUSG00000101638","Scgb1b11","protein_coding","Protein Coding Genes"
"23453","ENSMUSG00000097982","Scgb2b12","protein_coding","Protein Coding Genes"
"23454","ENSMUSG00000101520","Scgb1b12","protein_coding","Protein Coding Genes"
"23455","ENSMUSG00000099394","Gm9142","processed_pseudogene","Pseudogenes"
"23456","ENSMUSG00000100657","Gm28862","processed_pseudogene","Pseudogenes"
"23457","ENSMUSG00000100513","Rpl23a-ps11","processed_pseudogene","Pseudogenes"
"23458","ENSMUSG00000078757","Scgb1b29","protein_coding","Protein Coding Genes"
"23459","ENSMUSG00000098185","Gm9146","processed_pseudogene","Pseudogenes"
"23460","ENSMUSG00000100751","Gm5116","processed_pseudogene","Pseudogenes"
"23461","ENSMUSG00000100386","Scgb2b13-ps","unprocessed_pseudogene","Pseudogenes"
"23462","ENSMUSG00000100949","Scgb1b13-ps","unprocessed_pseudogene","Pseudogenes"
"23463","ENSMUSG00000094827","Gm5327","processed_pseudogene","Pseudogenes"
"23464","ENSMUSG00000098205","Gm9149","processed_pseudogene","Pseudogenes"
"23465","ENSMUSG00000101312","Gm21135","processed_pseudogene","Pseudogenes"
"23466","ENSMUSG00000099932","Scgb2b14-ps","unprocessed_pseudogene","Pseudogenes"
"23467","ENSMUSG00000099905","Scgb1b14-ps","unprocessed_pseudogene","Pseudogenes"
"23468","ENSMUSG00000096274","Gm24766","miRNA","Processed transcripts"
"23469","ENSMUSG00000100613","Gm5058","processed_pseudogene","Pseudogenes"
"23470","ENSMUSG00000100577","Gm29429","processed_pseudogene","Pseudogenes"
"23471","ENSMUSG00000100903","Scgb2b31-ps","unprocessed_pseudogene","Pseudogenes"
"23472","ENSMUSG00000097952","Gm4398","processed_pseudogene","Pseudogenes"
"23473","ENSMUSG00000099549","Gm29432","processed_pseudogene","Pseudogenes"
"23474","ENSMUSG00000099821","Gm28408","processed_pseudogene","Pseudogenes"
"23475","ENSMUSG00000097972","Scgb2b15","protein_coding","Protein Coding Genes"
"23476","ENSMUSG00000101232","Scgb1b15","protein_coding","Protein Coding Genes"
"23477","ENSMUSG00000100443","Scgb2b16-ps","unprocessed_pseudogene","Pseudogenes"
"23478","ENSMUSG00000101185","Scgb1b16-ps","unprocessed_pseudogene","Pseudogenes"
"23479","ENSMUSG00000096142","Gm25817","miRNA","Processed transcripts"
"23480","ENSMUSG00000100324","Gm9156","processed_pseudogene","Pseudogenes"
"23481","ENSMUSG00000100471","Gm28409","processed_pseudogene","Pseudogenes"
"23482","ENSMUSG00000101296","Scgb2b32-ps","unprocessed_pseudogene","Pseudogenes"
"23483","ENSMUSG00000101486","Gm4405","processed_pseudogene","Pseudogenes"
"23484","ENSMUSG00000101375","Gm28383","processed_pseudogene","Pseudogenes"
"23485","ENSMUSG00000101974","Gm28384","processed_pseudogene","Pseudogenes"
"23486","ENSMUSG00000098094","Scgb2b17","protein_coding","Protein Coding Genes"
"23487","ENSMUSG00000099898","Scgb1b17","protein_coding","Protein Coding Genes"
"23488","ENSMUSG00000101927","Gm28992","processed_pseudogene","Pseudogenes"
"23489","ENSMUSG00000101137","Rpl23a-ps7","processed_pseudogene","Pseudogenes"
"23490","ENSMUSG00000101487","Scgb2b33","unprocessed_pseudogene","Pseudogenes"
"23491","ENSMUSG00000098044","Gm9162","processed_pseudogene","Pseudogenes"
"23492","ENSMUSG00000100904","Gm28559","processed_pseudogene","Pseudogenes"
"23493","ENSMUSG00000101427","Gm6003","processed_pseudogene","Pseudogenes"
"23494","ENSMUSG00000100058","Scgb2b18","protein_coding","Protein Coding Genes"
"23495","ENSMUSG00000101401","Scgb1b18","protein_coding","Protein Coding Genes"
"23496","ENSMUSG00000096467","Scgb2b19","protein_coding","Protein Coding Genes"
"23497","ENSMUSG00000095232","Scgb1b19","protein_coding","Protein Coding Genes"
"23498","ENSMUSG00000096102","Gm9167","processed_pseudogene","Pseudogenes"
"23499","ENSMUSG00000094305","Scgb2b20","protein_coding","Protein Coding Genes"
"23500","ENSMUSG00000094978","Scgb1b20","protein_coding","Protein Coding Genes"
"23501","ENSMUSG00000098080","Gm5732","processed_pseudogene","Pseudogenes"
"23502","ENSMUSG00000101027","Gm28794","processed_pseudogene","Pseudogenes"
"23503","ENSMUSG00000099578","Gm5731","processed_pseudogene","Pseudogenes"
"23504","ENSMUSG00000101975","Scgb1b34-ps","unprocessed_pseudogene","Pseudogenes"
"23505","ENSMUSG00000099900","Scgb2b21","protein_coding","Protein Coding Genes"
"23506","ENSMUSG00000095487","Scgb1b21","transcribed_unprocessed_pseudogene","Pseudogenes"
"23507","ENSMUSG00000083568","Gm12770","processed_pseudogene","Pseudogenes"
"23508","ENSMUSG00000081155","Gm12771","processed_pseudogene","Pseudogenes"
"23509","ENSMUSG00000083381","Scgb2b22-ps","unprocessed_pseudogene","Pseudogenes"
"23510","ENSMUSG00000079892","Scgb1b22-ps","unprocessed_pseudogene","Pseudogenes"
"23511","ENSMUSG00000083896","Scgb2b23-ps","transcribed_unprocessed_pseudogene","Pseudogenes"
"23512","ENSMUSG00000079893","Scgb1b23-ps","unprocessed_pseudogene","Pseudogenes"
"23513","ENSMUSG00000085312","Gm12763","lincRNA","Processed transcripts"
"23514","ENSMUSG00000094079","Rpl23a-ps12","processed_pseudogene","Pseudogenes"
"23515","ENSMUSG00000046438","Scgb2b24","protein_coding","Protein Coding Genes"
"23516","ENSMUSG00000078753","Scgb1b24","protein_coding","Protein Coding Genes"
"23517","ENSMUSG00000081714","Gm12782","processed_pseudogene","Pseudogenes"
"23518","ENSMUSG00000101183","Gm28614","unprocessed_pseudogene","Pseudogenes"
"23519","ENSMUSG00000094428","Gm26443","miRNA","Processed transcripts"
"23520","ENSMUSG00000081510","Gm12768","processed_pseudogene","Pseudogenes"
"23521","ENSMUSG00000084296","Scgb2b25-ps","unprocessed_pseudogene","Pseudogenes"
"23522","ENSMUSG00000100743","Scgb1b25-ps","unprocessed_pseudogene","Pseudogenes"
"23523","ENSMUSG00000081317","Gm12757","processed_pseudogene","Pseudogenes"
"23524","ENSMUSG00000101203","Gm28615","unprocessed_pseudogene","Pseudogenes"
"23525","ENSMUSG00000083085","Gm12765","unprocessed_pseudogene","Pseudogenes"
"23526","ENSMUSG00000066586","Scgb2b26","protein_coding","Protein Coding Genes"
"23527","ENSMUSG00000083942","Scgb1b26-ps","unprocessed_pseudogene","Pseudogenes"
"23528","ENSMUSG00000101159","Gm28184","processed_pseudogene","Pseudogenes"
"23529","ENSMUSG00000081962","Gm12773","processed_pseudogene","Pseudogenes"
"23530","ENSMUSG00000081768","Gm12755","unprocessed_pseudogene","Pseudogenes"
"23531","ENSMUSG00000066584","Scgb2b27","protein_coding","Protein Coding Genes"
"23532","ENSMUSG00000066583","Scgb1b27","protein_coding","Protein Coding Genes"
"23533","ENSMUSG00000083434","Gm12760","processed_pseudogene","Pseudogenes"
"23534","ENSMUSG00000080947","Gm12779","processed_pseudogene","Pseudogenes"
"23535","ENSMUSG00000078752","Scgb1b30","protein_coding","Protein Coding Genes"
"23536","ENSMUSG00000036459","Wtip","protein_coding","Protein Coding Genes"
"23537","ENSMUSG00000052997","Uba2","protein_coding","Protein Coding Genes"
"23538","ENSMUSG00000081491","Gm12778","processed_pseudogene","Pseudogenes"
"23539","ENSMUSG00000081161","Gm12783","unprocessed_pseudogene","Pseudogenes"
"23540","ENSMUSG00000002635","Pdcd2l","protein_coding","Protein Coding Genes"
"23541","ENSMUSG00000036427","Gpi1","protein_coding","Protein Coding Genes"
"23542","ENSMUSG00000097660","Gm26762","lincRNA","Processed transcripts"
"23543","ENSMUSG00000086526","Gm12762","lincRNA","Processed transcripts"
"23544","ENSMUSG00000085105","Gm12758","antisense","Processed transcripts"
"23545","ENSMUSG00000066571","4931406P16Rik","protein_coding","Protein Coding Genes"
"23546","ENSMUSG00000108737","BC060293","TEC","To be Experimentally Confirmed"
"23547","ENSMUSG00000078380","Gm6096","protein_coding","Protein Coding Genes"
"23548","ENSMUSG00000066568","Lsm14a","protein_coding","Protein Coding Genes"
"23549","ENSMUSG00000108447","Gm44567","TEC","To be Experimentally Confirmed"
"23550","ENSMUSG00000082684","Gm12774","processed_pseudogene","Pseudogenes"
"23551","ENSMUSG00000086184","Gm12764","antisense","Processed transcripts"
"23552","ENSMUSG00000108732","2310043P16Rik","TEC","To be Experimentally Confirmed"
"23553","ENSMUSG00000085124","Gm12766","lincRNA","Processed transcripts"
"23554","ENSMUSG00000081863","Gm12780","processed_pseudogene","Pseudogenes"
"23555","ENSMUSG00000086631","Gm12784","lincRNA","Processed transcripts"
"23556","ENSMUSG00000108723","Gm44837","lincRNA","Processed transcripts"
"23557","ENSMUSG00000030499","Kctd15","protein_coding","Protein Coding Genes"
"23558","ENSMUSG00000085923","Gm12781","antisense","Processed transcripts"
"23559","ENSMUSG00000087127","Gm12756","lincRNA","Processed transcripts"
"23560","ENSMUSG00000060402","Chst8","protein_coding","Protein Coding Genes"
"23561","ENSMUSG00000063931","Pepd","protein_coding","Protein Coding Genes"
"23562","ENSMUSG00000077469","Gm25922","snoRNA","Processed transcripts"
"23563","ENSMUSG00000056216","Cebpg","protein_coding","Protein Coding Genes"
"23564","ENSMUSG00000108486","Gm44836","sense_intronic","Processed transcripts"
"23565","ENSMUSG00000108753","Gm45094","TEC","To be Experimentally Confirmed"
"23566","ENSMUSG00000108333","Gm45095","antisense","Processed transcripts"
"23567","ENSMUSG00000108739","Gm45096","lincRNA","Processed transcripts"
"23568","ENSMUSG00000093153","Gm25033","miRNA","Processed transcripts"
"23569","ENSMUSG00000108657","Gm35611","lincRNA","Processed transcripts"
"23570","ENSMUSG00000088799","Gm22535","rRNA","Processed transcripts"
"23571","ENSMUSG00000108624","Gm45091","antisense","Processed transcripts"
"23572","ENSMUSG00000034957","Cebpa","protein_coding","Protein Coding Genes"
"23573","ENSMUSG00000108575","Gm35665","lincRNA","Processed transcripts"
"23574","ENSMUSG00000030495","Slc7a10","protein_coding","Protein Coding Genes"
"23575","ENSMUSG00000001802","Lrp3","protein_coding","Protein Coding Genes"
"23576","ENSMUSG00000088307","Gm24505","snoRNA","Processed transcripts"
"23577","ENSMUSG00000063808","Gpatch1","protein_coding","Protein Coding Genes"
"23578","ENSMUSG00000108704","Gm44636","TEC","To be Experimentally Confirmed"
"23579","ENSMUSG00000030494","Rhpn2","protein_coding","Protein Coding Genes"
"23580","ENSMUSG00000030493","Faap24","protein_coding","Protein Coding Genes"
"23581","ENSMUSG00000023072","Cep89","protein_coding","Protein Coding Genes"
"23582","ENSMUSG00000100776","Gm18254","unprocessed_pseudogene","Pseudogenes"
"23583","ENSMUSG00000030492","Slc7a9","protein_coding","Protein Coding Genes"
"23584","ENSMUSG00000030491","Tdrd12","protein_coding","Protein Coding Genes"
"23585","ENSMUSG00000100068","Gm18558","processed_pseudogene","Pseudogenes"
"23586","ENSMUSG00000034875","Nudt19","protein_coding","Protein Coding Genes"
"23587","ENSMUSG00000097509","B230322F03Rik","antisense","Processed transcripts"
"23588","ENSMUSG00000056043","Rgs9bp","protein_coding","Protein Coding Genes"
"23589","ENSMUSG00000034867","Ankrd27","protein_coding","Protein Coding Genes"
"23590","ENSMUSG00000030417","Pdcd5","protein_coding","Protein Coding Genes"
"23591","ENSMUSG00000043671","Dpy19l3","protein_coding","Protein Coding Genes"
"23592","ENSMUSG00000044452","Zfp507","protein_coding","Protein Coding Genes"
"23593","ENSMUSG00000096990","Gm26790","lincRNA","Processed transcripts"
"23594","ENSMUSG00000044997","E130304I02Rik","antisense","Processed transcripts"
"23595","ENSMUSG00000100387","Gm28514","lincRNA","Processed transcripts"
"23596","ENSMUSG00000108711","Gm38991","lincRNA","Processed transcripts"
"23597","ENSMUSG00000066543","Rpl17-ps9","processed_pseudogene","Pseudogenes"
"23598","ENSMUSG00000098016","Gm9211","processed_pseudogene","Pseudogenes"
"23599","ENSMUSG00000093359","Gm23292","miRNA","Processed transcripts"
"23600","ENSMUSG00000093216","Gm25247","miRNA","Processed transcripts"
"23601","ENSMUSG00000101965","Gm29129","lincRNA","Processed transcripts"
"23602","ENSMUSG00000104330","Gm38285","TEC","To be Experimentally Confirmed"
"23603","ENSMUSG00000021217","Tshz3","protein_coding","Protein Coding Genes"
"23604","ENSMUSG00000103882","Gm37452","TEC","To be Experimentally Confirmed"
"23605","ENSMUSG00000102516","Gm38340","TEC","To be Experimentally Confirmed"
"23606","ENSMUSG00000104420","E230020A03Rik","TEC","To be Experimentally Confirmed"
"23607","ENSMUSG00000104454","Gm37827","TEC","To be Experimentally Confirmed"
"23608","ENSMUSG00000089273","Gm24550","misc_RNA","Processed transcripts"
"23609","ENSMUSG00000101342","Gm28078","lincRNA","Processed transcripts"
"23610","ENSMUSG00000100616","Gm28076","lincRNA","Processed transcripts"
"23611","ENSMUSG00000100905","Gm28075","lincRNA","Processed transcripts"
"23612","ENSMUSG00000099715","Gm28077","lincRNA","Processed transcripts"
"23613","ENSMUSG00000108434","Gm45768","lincRNA","Processed transcripts"
"23614","ENSMUSG00000108507","6720469O03Rik","TEC","To be Experimentally Confirmed"
"23615","ENSMUSG00000108790","Gm44806","TEC","To be Experimentally Confirmed"
"23616","ENSMUSG00000043456","Zfp536","protein_coding","Protein Coding Genes"
"23617","ENSMUSG00000108330","Gm44882","TEC","To be Experimentally Confirmed"
"23618","ENSMUSG00000108572","Gm44883","TEC","To be Experimentally Confirmed"
"23619","ENSMUSG00000093540","4930505M18Rik","antisense","Processed transcripts"
"23620","ENSMUSG00000064591","Gm22302","snRNA","Processed transcripts"
"23621","ENSMUSG00000030421","Uri1","protein_coding","Protein Coding Genes"
"23622","ENSMUSG00000108726","Gm30684","lincRNA","Processed transcripts"
"23623","ENSMUSG00000108334","Gm30771","lincRNA","Processed transcripts"
"23624","ENSMUSG00000002068","Ccne1","protein_coding","Protein Coding Genes"
"23625","ENSMUSG00000089230","Gm22203","snRNA","Processed transcripts"
"23626","ENSMUSG00000108332","D530033B14Rik","antisense","Processed transcripts"
"23627","ENSMUSG00000054676","1600014C10Rik","protein_coding","Protein Coding Genes"
"23628","ENSMUSG00000074170","Plekhf1","protein_coding","Protein Coding Genes"
"23629","ENSMUSG00000030423","Pop4","protein_coding","Protein Coding Genes"
"23630","ENSMUSG00000108749","Gm44767","antisense","Processed transcripts"
"23631","ENSMUSG00000101410","Gm28581","unprocessed_pseudogene","Pseudogenes"
"23632","ENSMUSG00000101548","Gm9220","unprocessed_pseudogene","Pseudogenes"
"23633","ENSMUSG00000100374","Gm4451","unprocessed_pseudogene","Pseudogenes"
"23634","ENSMUSG00000101708","Gm28453","transcribed_processed_pseudogene","Pseudogenes"
"23635","ENSMUSG00000094848","Gm22638","snRNA","Processed transcripts"
"23636","ENSMUSG00000102073","Gm6818","unprocessed_pseudogene","Pseudogenes"
"23637","ENSMUSG00000099781","Gm28583","unprocessed_pseudogene","Pseudogenes"
"23638","ENSMUSG00000094920","Gm6605","unprocessed_pseudogene","Pseudogenes"
"23639","ENSMUSG00000099846","Gm6819","unprocessed_pseudogene","Pseudogenes"
"23640","ENSMUSG00000100169","Gm29087","antisense","Processed transcripts"
"23641","ENSMUSG00000060565","Gm5591","protein_coding","Protein Coding Genes"
"23642","ENSMUSG00000099765","Gm4454","unprocessed_pseudogene","Pseudogenes"
"23643","ENSMUSG00000101847","Gm20749","processed_pseudogene","Pseudogenes"
"23644","ENSMUSG00000100810","Gm29086","processed_pseudogene","Pseudogenes"
"23645","ENSMUSG00000095537","Gm25286","snRNA","Processed transcripts"
"23646","ENSMUSG00000100841","Gm21115","unprocessed_pseudogene","Pseudogenes"
"23647","ENSMUSG00000094233","Gm21276","unprocessed_pseudogene","Pseudogenes"
"23648","ENSMUSG00000100788","Gm21122","processed_pseudogene","Pseudogenes"
"23649","ENSMUSG00000099772","Gm29085","processed_pseudogene","Pseudogenes"
"23650","ENSMUSG00000101855","1700010N08Rik","transcribed_processed_pseudogene","Pseudogenes"
"23651","ENSMUSG00000094419","Gm24797","snRNA","Processed transcripts"
"23652","ENSMUSG00000101470","Gm21129","unprocessed_pseudogene","Pseudogenes"
"23653","ENSMUSG00000099981","Gm21136","unprocessed_pseudogene","Pseudogenes"
"23654","ENSMUSG00000096277","Gm21142","unprocessed_pseudogene","Pseudogenes"
"23655","ENSMUSG00000101023","Gm21152","processed_pseudogene","Pseudogenes"
"23656","ENSMUSG00000095053","Gm25671","snRNA","Processed transcripts"
"23657","ENSMUSG00000101035","Gm28451","processed_pseudogene","Pseudogenes"
"23658","ENSMUSG00000101703","Gm1982","unprocessed_pseudogene","Pseudogenes"
"23659","ENSMUSG00000101454","Gm1988","unprocessed_pseudogene","Pseudogenes"
"23660","ENSMUSG00000102017","Gm6124","unprocessed_pseudogene","Pseudogenes"
"23661","ENSMUSG00000097653","Gm16387","unprocessed_pseudogene","Pseudogenes"
"23662","ENSMUSG00000099951","Gm9226","processed_pseudogene","Pseudogenes"
"23663","ENSMUSG00000096181","Gm23307","snRNA","Processed transcripts"
"23664","ENSMUSG00000100112","Gm29258","unprocessed_pseudogene","Pseudogenes"
"23665","ENSMUSG00000100721","Gm9271","unprocessed_pseudogene","Pseudogenes"
"23666","ENSMUSG00000053742","Gm5114","protein_coding","Protein Coding Genes"
"23667","ENSMUSG00000098777","Gm27437","miRNA","Processed transcripts"
"23668","ENSMUSG00000046372","Gm5590","transcribed_processed_pseudogene","Pseudogenes"
"23669","ENSMUSG00000030424","Zfp939","transcribed_unprocessed_pseudogene","Pseudogenes"
"23670","ENSMUSG00000100490","Gm28455","unprocessed_pseudogene","Pseudogenes"
"23671","ENSMUSG00000068959","Zfp619","protein_coding","Protein Coding Genes"
"23672","ENSMUSG00000104150","Gm44573","TEC","To be Experimentally Confirmed"
"23673","ENSMUSG00000108621","Gm37494","lincRNA","Processed transcripts"
"23674","ENSMUSG00000099934","Gm17983","processed_pseudogene","Pseudogenes"
"23675","ENSMUSG00000096980","Gm26526","lincRNA","Processed transcripts"
"23676","ENSMUSG00000074903","Gm2058","processed_pseudogene","Pseudogenes"
"23677","ENSMUSG00000070236","Gm26327","snRNA","Processed transcripts"
"23678","ENSMUSG00000100912","Gm2021","processed_pseudogene","Pseudogenes"
"23679","ENSMUSG00000101901","Gm9230","processed_pseudogene","Pseudogenes"
"23680","ENSMUSG00000110135","Gm45839","lincRNA","Processed transcripts"
"23681","ENSMUSG00000102085","4930435C17Rik","lincRNA","Processed transcripts"
"23682","ENSMUSG00000100431","4930558N11Rik","lincRNA","Processed transcripts"
"23683","ENSMUSG00000102227","Gm37302","TEC","To be Experimentally Confirmed"
"23684","ENSMUSG00000109083","Gm44992","lincRNA","Processed transcripts"
"23685","ENSMUSG00000102464","Gm38199","TEC","To be Experimentally Confirmed"
"23686","ENSMUSG00000056836","Gm6851","processed_pseudogene","Pseudogenes"
"23687","ENSMUSG00000101153","4933404I11Rik","lincRNA","Processed transcripts"
"23688","ENSMUSG00000087914","Gm24910","misc_RNA","Processed transcripts"
"23689","ENSMUSG00000100650","Gm28807","lincRNA","Processed transcripts"
"23690","ENSMUSG00000102004","4933402C06Rik","lincRNA","Processed transcripts"
"23691","ENSMUSG00000100600","A230077H06Rik","antisense","Processed transcripts"
"23692","ENSMUSG00000108672","Gm45008","TEC","To be Experimentally Confirmed"
"23693","ENSMUSG00000101643","Gm28307","lincRNA","Processed transcripts"
"23694","ENSMUSG00000084473","Gm25784","snRNA","Processed transcripts"
"23695","ENSMUSG00000039257","Vstm2b","protein_coding","Protein Coding Genes"
"23696","ENSMUSG00000099768","Gm29293","unprocessed_pseudogene","Pseudogenes"
"23697","ENSMUSG00000091692","4930433I11Rik","protein_coding","Protein Coding Genes"
"23698","ENSMUSG00000108397","Gm45171","processed_pseudogene","Pseudogenes"
"23699","ENSMUSG00000108364","Gm38997","lincRNA","Processed transcripts"
"23700","ENSMUSG00000048312","Gm4884","protein_coding","Protein Coding Genes"
"23701","ENSMUSG00000100732","Topbp1-ps2","processed_pseudogene","Pseudogenes"
